tweet,index
"O prefeito agradece a todos pelas orações e reforça que a testagem para Covid-19 está disponível na rede municipal de saúde em localidades estratégicas. A vacinação também segue disponível para todas as pessoas, a partir de 6 meses, em 72 salas em todas as regiões da capital.",1577
"Infelizmente, Caiado não se empenha na vacinação e investe apenas na reeleição, deixando a população praticamente abandonada. https://t.co/J1wbvYI0kX",1579
Caiado nunca se esforçou na vacinação da população. Sempre preocupou-se mais com o marketing do que com o combate real à covid-19. O resultado é Goiás entre os lanterninhas da imunização. Uma vergonha! 😑 https://t.co/jWzfmeLbCc,1580
"Bom dia amigos! ⚠️ ATENÇÃO PARA A MEGAOPERAÇÃO DE VACINAÇÃO ⚠️@sheilaandradevieira @semsariobranco em Rio Branco, Acre https://t.co/biPMUhfRmF",1581
"Vacinação neste sábado! 💉💉 em Rio Branco, Acre https://t.co/8s4jiikd3z",1582
"Bom dia amigos! Hoje também tem vacinação! Se você atende aos critérios, procure o ponto de vacinação mais próximo de você e tome sua dose! Que DEUS nos abençoe! em Prefeitura Municipal de Rio Branco https://t.co/iZVLEQ2QYl",1583
"Bom dia amigos! Estive nesta manhã de sábado, 14/8, acompanhado a vacinação contra a covid-19 na Biblioteca Pública! em Rio Branco, Acre https://t.co/DuxJ6FCXJ4",1584
"Bom dia amigos! Hoje também tem vacinação! Se você atende aos critérios, procure o ponto de vacinação mais próximo de você e tome sua dose! Que DEUS nos abençoe! em Rio Branco, Acre https://t.co/NoBeK3z42h",1585
"Bom dia amigos! Mais um ponto de vacinação em pleno funcionamento neste sábado, 14/8. Policlínica Barral y Barral! em Nova Policlínica Barral y Barral https://t.co/sjLXwXEiqZ",1586
"Bom dia amigos! Hoje também tem vacinação! Se você atende aos critérios, procure o ponto de vacinação mais próximo de você e tome sua dose! Que DEUS nos abençoe! em Rio Branco, Acre https://t.co/X1nckWbd0b",1587
"A partir de amanhã, 19/3, daremos início à vacinação contra a gripe em mais de 100 pontos espalhados pelo DF. A campanha tem como foco os principais grupos prioritários do @minsaude. Todas as informações podem ser encontradas na página da @secsaudedf.",1594
"Chegando ao fim mais um dia produtivo. Hoje, discutimos ações para a campanha de vacinação contra a Dengue!",1601
"Vamo, galera! Mulheres! Hoje o dia D de vacinação é especial, com uma série de serviços e exames voltados para a saúde da mulher. Além disso, tem mutirão da vacinação bivalente contra covid também! Confira a lista dos postos e todas as informações em https://t.co/SqipteP0g3.",1611
"O Brasil ultrapassou o número de 400 mil mortos por COVID-19. Uma marca estarrecedora, famílias desoladas, um país enlutado. Estamos trabalhando incessantemente pela vacinação para todos. Precisamos ser céleres. Aos familiares das vítimas, minha solidariedade.",1615
"Estive hoje com o ministro da Saúde, Marcelo Queiroga, tratando das datas de vacinação das grávidas e puérperas. Terá início na segunda quinzena de maio.Levantei essa bandeira desde março, com o PL 930/2021 e fico muito feliz de ter sido atendida nessa luta tão necessária.",1616
"Amigos, Foi noticiado que Belém está com 81% dos leitos para Covid ocupados. Manter a vacinação em dia e todas as medidas de prevenção é fundamental para evitarmos um  novo colapso das unidades de saúde da capital.",1622
"#TBT porque não podemos descansar quando o assunto é saúde. Completamos nesta semana 2 anos que começamos a vacinação contra Covid-19. Uma trajetória de luta, fé e muita confiança na ciência. https://t.co/NrlzMiwtI2",1628
RT @governomg: #VacinaMinas💉O Governo de Minas adiantou o calendário de vacinação contra a Covid-19 para vacinar todos os adultos mineiros…,1631
"As primeiras doses da vacina contra a covid-19 para Minas Gerais já começaram a ser transportadas. Inicialmente, receberemos 561 mil doses para o início vacinação do grupo prioritário. Já estamos com a logística preparada para envio a todas as regiões de saúde. 💉 https://t.co/73AAYQzDg7",1634
Campanha de vacinação contra Influenza e Sarampo é prorrogada#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #saúde #cidades #vacina #campanha #prazo https://t.co/s9XksCb4Ad,1637
Ministério da Saúde recomenda ampliar público-alvo da vacinação contra dengue https://t.co/N91yZS2K2a,1639
Salvador: Confira os postos de vacinação contra Covid-19 desta segunda-feira (1º) https://t.co/EvUVEehUtY https://t.co/Kty6g3uWlX,1640
Prefeitura de Palmas amplia a vacinação infantil. Agora as crianças sem comorbidades também podem ser imunizadas. Veja os detalhes já já no #JA2. https://t.co/vRJKuSTdI9,1644
O #JA2 te conta hoje os detalhes do mutirão de testagem e vacinação que vai acontecer neste sábado. Te esperamos ao vivo na @TvAnhangueraTO e no @g1tocantins a partir das 19h. https://t.co/p5U2VM8dlS,1645
Sexta-feira com #JA1 trazendo detalhes da vacinação de crianças contra Covid no interior e na capital. https://t.co/yvL144ITSc,1646
O #JA2 de hoje destaca a distribuição das vacinas para crianças e a vacinação deste público que começa amanhã. https://t.co/CAy91N7DYL,1647
Primeiro dia de vacinação das crianças contra Covid-19 em Palmas e o #JA1 traz os detalhes pra você. https://t.co/aJZmdkq56u,1649
"Estamos enfrentando situações alarmantes mandados de busca e apreensão de crianças sendo levadas a força para a vacinação contra a COVID, mesmo com atestado médico que contra indica a inoculação sendo ignorados, o atestado de saúde é um documento de Contato (41)99560‐3746 https://t.co/fHBNraYyYQ",1652
"VACINA CONTRA A GRIPE 💉 A partir da segunda quinzena de março, a vacina contra a gripe estará disponível em todas as salas de vacinação do SUS no Brasil para gestantes, idosos e crianças com idade entre seis meses e seis anos de idade. Isto porque o imunizante passou a fazer https://t.co/biqbr3zjx1",1675
"BICHO AMIGO l Estância Velha realiza primeira campanha de vacinação de cães e gatos de 2025➡️Evento ocorre no sábado, entre as 9h e 12h, no sábado, na Praça Leonel Brizolahttps://t.co/R5qwyVeBcD",1693
💉 Jundiaí suspende vacinação contra a Covid-19 por falta de doses https://t.co/Wldd3mLQew #g1 #Jundiaí https://t.co/5OfeRYsBeY,1695
"A Secretaria de Estado da Saúde (Sesapi), por meio da Coordenação de Vigilância em Saúde Ambiental, encaminhou aos 224 municípios, o informe técnico sobre a realização da campanha de vacinação antirrábica.Acesse: https://t.co/MW9M979KJj https://t.co/71pTOiYXW2",1713
"O Ministério da Saúde vai destinar R$ 150 milhões para fortalecer a vacinação em instituições de ensino de todo o país. A ação será voltada para estudantes da educação infantil, do ensino fundamental e médio, abrangendo crianças e adolescentes menores de 15 anos. https://t.co/7ZsmvnGqdV",1718
"A estimativa é de que o número total de crianças de 10 e 11 anos seja de 35.395, na capital alagoana. Ainda não há previsão de quando a vacinação em Maceió será aberta para outras faixas etárias.#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #vacina #criança #etapa #baixo https://t.co/tW0RqYhxuZ",1763
SMS do Rio amplia vacinação contra dengue para adolescentes de 17 a 18 anos. #Saúde #ODia https://t.co/hQPU6AhWJo,1769
Vacinação contra a dengue é ampliada na Cidade do Rio para adolescentes de 17 e 18 anos https://t.co/BjJuEChpIO,1770
#Geral: Campanha vai estimular vacinação de adolescentes contra o HPVhttps://t.co/W6hEHqjLzt,1789
Goiânia se une à campanha e destaca a importância da vacinação contra o HPV. Veja onde se imunizar na Capitalhttps://t.co/P546uwaFtr https://t.co/8gLBPnOpZq,1802
Começa nesta sexta (23) a vacinação contra a dengue no Rio https://t.co/xuF8Eptg6L,1828
"Campanha de vacinação será realizada nas Usinas da Paz em Belém, Ananindeua e Maritubahttps://t.co/ByI4UJqABH",1837
RT @PSD_55: Interrupção na vacinação rotineira de crianças durante a pandemia do novo coronavírus é uma situação já detectada por vários ór…,1840
"@wydmbeep @AidonHermez A primeira a incluir linguagem de sinais, veganismo, meio ambiente, campanha de vacinação e alfabetização https://t.co/cFYwRLb1uC",1843
🏥💉 Recebemos uma remessa de vacinas contra a Covid-19. Ao todo foram 2.100 doses indicadas para o público de 6 meses a menor de 5 anos e 12 mil doses para os demais grupos prioritários. Os imunizantes estão disponíveis nos centros de referência para vacinação. https://t.co/qOsTY4JJhJ,1856
▶️ Mato Grosso do Sul investiga óbitos e registra aumento de casos de denguePrevenção inclui eliminação de focos de água parada e vacinação para crianças e adolescente#UltimasNoticias #CapitalNewshttps://t.co/E3VDu4tiQV,1868
📢 De olho na carteirinha de vacinação? A gente tá junto nessa!A Prefeitura de São Paulo trabalha para garantir que o seu cronograma vacinal e o da sua criança estejam sempre em dia.Mantenha seu cadastro atualizado e receba o alerta de vacinas pelo SMS da Saúde.Vacinas… https://t.co/tSkRmuaQVG https://t.co/H8UEvacozh,1875
"A vacina segue disponível para crianças e adolescentes de 10 a 16 anos que ainda não se vacinaram.Para se imunizar, basta levar um documento de identidade e, se possível, a caderneta de vacinação. A vacinação está disponível em todas as unidades de Atenção Primária da cidade.",1877
NÉVOA CEREBRAL PÓS-VACINA DA COVID E DISFUNÇÃO IMUNOLÓGICA ESTÃO ASSOCIADAS À PROTEÍNA SPIKEPesquisadores da Universidade de Yale detectaram a proteína spike da vacina contra a COVID-19 no sangue de pelo menos uma pessoa 709 dias após a vacinação — um tempo significativamente… https://t.co/9T5qFDJ9GJ https://t.co/DCLvHZAFWf,1883
"Bom dia, família goianiense! Faço um pedido especial para quem ainda não completou o ciclo de imunização: procure um dos 72 pontos de vacinação e conclua o esquema vacinal contra a Covid.Confira a unidade mais próxima: https://t.co/DPSaZzOZu5",1903
RT @RomeuZema: Na próxima semana iniciaremos a vacinação contra a Covid-19 em Minas:💉Compramos 50 milhões de seringas;❄️Adquirimos 617 f…,1906
Vacinação contra dengue é ampliada para adolescentes de 17 a 18 anos no Rio. #Saúde #MeiaHora https://t.co/ZjGBwK0zHI,1924
"Justiça mantém multa de 3 salários mínimos contra casal que não vacinou filha contra a Covid-19 Antes da decisão, a família foi orientada pelo conselho tutelar e pelo Ministério Público sobre a importância da vacinação https://t.co/ENonCIa5CD https://t.co/rIoVA2GaQm",1925
"👇🏾Fim da epidemia de dengue na cidade do Rio. Unidades de saúde menos demandadas. No ano, 81 mil casos, cinco mortes. @Saude_Rio mira vacinação contra influenza (gripe). https://t.co/M2XSd2Lj93",1926
Campanha de vacinação contra a gripe começa no dia 7 de abril➡️Vacina passa a ficar disponível em unidades básicas de saúde ao longo de todo o anohttps://t.co/0lwC8O9rWz,1928
"Campanha de vacinação contra a gripe começa no dia 7 de abril A previsão é que, até o fim de março, 35 milhões de doses tenham sido entregues aos estados https://t.co/YEFWjp6tRr https://t.co/rko8zwENbF",1939
Secretaria de saúde revela queda nos casos de dengue na Paraíba e reforça importância da vacinação https://t.co/8bDDWffvis,1941
"@g1 A prefeitura além de não fazer o que é seu dever fazer , atrapalha quem tá fazendo. Simmm! Cachorro procriando nas ruas, doentes e sem vacinação é problema da prefeitura simmm, porque é problema de saúde pública. Agora se não faz, não atrapalha quem tá fazendo",1958
"Estamos todos juntos na prevenção! 💉🫂A vacinação contra a gripe e a Covid-19 é essencial para proteger nossa saúde e combater as síndromes respiratórias agudas graves (SRAG). A vacina contra Influenza está disponível a partir dos seis meses e, para quem precisa, temos",1969
Campanha nacional de vacinação contra a influenza começa em 7 de abril. Meta é imunizar 90% dos grupos prioritários. #Vacinação #Influenza #Saúde #ODia https://t.co/lt7beBCQRO,1970
"@minsaude Ótimo! E a ampliação da vacinação da Covid pra toda população, quando será?",1989
Goiânia inicia vacinação de crianças na rede municipal de ensino. Imunização começa nesta sexta-feira (21)https://t.co/pwpOl23caa https://t.co/fEF18q5UEa,1994
Cidade do Rio amplia vacinação contra a dengue para adolescentes de 17 e 18 anos https://t.co/Y5yspYCA2y,2023
SMS inicia campanha de vacinação contra sarampo em locais de grande circulação no Rio. #Saúde #Vacinação #RioDeJaneiro #ODiahttps://t.co/4IHdw9VOXF,2035
"Vacinação contra Dengue, Covid-19 e Influenza será realizada neste sábado em Natalhttps://t.co/p1vaQ7wK6V",2044
Rio começa vacinação contra a gripe em meio a queda de casos de dengue https://t.co/d6npq38wI0,2047
"A vacinação dos profissionais da educação começa neste sábado em Belém. A evasão escolar que aconteceu nesse período de pandemia foi enorme. A educação não pode parar. Com a vacinação, temos a expectativa de voltar às aulas presenciais e tentar reverter um pouco esse quadro.",2055
"Amanhã (23), a cidade de São José dos Campos estará vacinando a população com 44 anos contra a Covid-19. Será em todas as UBs's, das 8h às 17h. Avançamos e antecipamos a vacinação na nossa cidade. #dojeitocerto https://t.co/Rbd1oJbJoT",2058
"➡️ Campanha de vacinação contra a gripe começa no dia 7 de abril #sbtnewsMeta é imunizar 90% dos grupos prioritários, que incluem crianças, idosos, gestantes, pessoas com deficiência e profissionais de saúdehttps://t.co/fVSNX2KDBc",2062
Goiás tem baixa vacinação contra febre amarela em menores de 1 ano. Cenário preocupa autoridades da saúde https://t.co/dyNez5EwKj https://t.co/wAa3FKwvVD,2066
Um estudo japonês intitulado “Aumento da mortalidade por câncer ajustada à idade após a terceira dose da vacina de mRNA-nanopartículas lipídicas durante a pandemia de Covid-19 no Japão” mostrou uma ligação temporal entre a controversa campanha de vacinação de mRNA contra a https://t.co/fOU86xdqAQ,2075
Acabo de receber a confirmação do Ministério da Saúde de que o Amazonas vai receber mais uma remessa de vacinas contra a Covid-19. Seguimos trabalhando para acelerar a vacinação no Amazonas.,2098
Prefeitura do Rio lança campanha de vacinação nas escolas https://t.co/z4sApAdOgk,2102
"PROTEÇÃO | O Ministério da Saúde prorrogou a campanha de vacinação contra a gripe na região Norte até o dia 31 de janeiro. A estimativa é imunizar 6,6 milhões de pessoas na região. https://t.co/AVVjSO6hNV",2133
90% dos brasileiros da região Centro-Oeste confiam na vacinação contra a dengue https://t.co/QtMLrWQFs7,2140
Campanha de vacinação contra a gripe começa no dia 7 de abril; a meta é imunizar 90% dos grupos prioritárioshttps://t.co/Dq6RQY5fMD,2144
Vacinação contra a Covid-19 em João Pessoa em 18 de junho de 2022 #g1 #g1Paraíba https://t.co/7FpLbRbjEW📷: Divulgação/Secom-JP https://t.co/LAIj8ccbJA,2147
VACINAÇÃO​Shopping promove campanha de vacinação na próxima semanaLeia mais em https://t.co/1kKNeBitsU,2151
"Nego Bal sendo vacinado durante o mutirão em frente ao Palácio, representando a turma que tem medo de agulha, e o lindo trabalho dos profissionais da saúde.E você, que tem 40 anos ou mais, já tomou a sua dose? Nesse final de semana tem vacinação também! BORA VACINAR! 🚀 https://t.co/IUI9wZ85qL",2169
Campanha de vacinação contra o sarampo na Central do Brasil facilita acesso à imunização. #Vacinação #Sarampo #Saúde #CentralDoBrasil #ODia https://t.co/nGNXG7kgZr,2171
"Vacinação contra Gripe e Covid-19 serão ofertadas apenas em unidades referência nesta quinta-feira, em Salvador: https://t.co/LRsNaj20dC",2182
Campanha de vacinação contra gripe na cidade de SP começa nesta sexta (28)https://t.co/waJ3Ybglld,2183
"Prefeitura de Macapá intensifica vacinação contra Influenza e Febre AmarelaImunizantes também estão disponíveis nas salas de vacina das Unidades Básicas de Saúde (UBSs), juntamente com as demais vacinas de rotina e de campanha, de segunda a sexta-feira, das 8h às 17h ... https://t.co/k3bgkH2Skr",2187
Bauru anuncia cronograma de vacinação contra Covid-19 após recebimento parcial de doses pelo Ministério da Saúde https://t.co/dN3FyKBQNr #g1 #Bauru,2188
